Airline,Source,Destination,Duration,Total stops,Price,Date,Date scraped
"Vueling, Aer Lingus",IBZ,DUB,6h 10m,1 stop,€111,15/12/2023,05/12/2023
"Vueling, Transavia France",IBZ,DUB,5h 30m,1 stop,€135,15/12/2023,05/12/2023
"Vueling, Aer Lingus",IBZ,DUB,8h 20m,1 stop,€101,15/12/2023,05/12/2023
"CitizenPlane, Aer Lingus",IBZ,DUB,6h 10m,1 stop,€152,15/12/2023,05/12/2023
"Vueling, Aer Lingus",IBZ,DUB,9h 35m,1 stop,€101,15/12/2023,05/12/2023
Iberia,IBZ,DUB,14h 00m,1 stop,€78,15/12/2023,05/12/2023
Vueling,IBZ,DUB,6h 35m,2 stops,€169,15/12/2023,05/12/2023
Iberia Express,IBZ,DUB,14h 00m,1 stop,€69,15/12/2023,05/12/2023
"Iberia, Iberia Express",IBZ,DUB,14h 00m,1 stop,€73,15/12/2023,05/12/2023
British Airways,IBZ,DUB,6h 20m,1 stop,€235,15/12/2023,05/12/2023
British Airways,IBZ,DUB,7h 45m,1 stop,€224,15/12/2023,05/12/2023
"Iberia, Aer Lingus",IBZ,DUB,5h 30m,1 stop,€239,15/12/2023,05/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€126,11/12/2023,05/12/2023
Iberia Express,MAD,DUB,2h 40m,direct,€125,11/12/2023,05/12/2023
"Iberia Express, Aer Lingus",MAD,DUB,12h 35m,1 stop,€76,11/12/2023,05/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€126,11/12/2023,05/12/2023
Iberia,MAD,DUB,2h 40m,direct,€126,11/12/2023,05/12/2023
Aer Lingus,MAD,DUB,2h 45m,direct,€140,11/12/2023,05/12/2023
Vueling,MAD,DUB,2h 40m,direct,€147,11/12/2023,05/12/2023
British Airways,MAD,DUB,2h 40m,direct,€181,11/12/2023,05/12/2023
Iberia,MAD,DUB,2h 45m,direct,€200,11/12/2023,05/12/2023
British Airways,MAD,DUB,2h 45m,direct,€260,11/12/2023,05/12/2023
"Iberia Express, Aer Lingus",MAD,DUB,6h 55m,1 stop,€107,11/12/2023,05/12/2023
"Iberia, Aer Lingus",MAD,DUB,6h 55m,1 stop,€109,11/12/2023,05/12/2023
Air France,MAD,DUB,5h 25m,1 stop,€143,11/12/2023,05/12/2023
"Air Europa, Transavia France",MAD,DUB,5h 50m,1 stop,€140,11/12/2023,05/12/2023
British Airways,MAD,DUB,5h 50m,1 stop,€179,11/12/2023,05/12/2023
"Iberia, British Airways",MAD,DUB,5h 50m,1 stop,€186,11/12/2023,05/12/2023
"British Airways, Aer Lingus",MAD,DUB,6h 55m,1 stop,€158,11/12/2023,05/12/2023
Aer Lingus,MAD,DUB,2h 45m,direct,€67,12/12/2023,05/12/2023
Iberia Express,MAD,DUB,2h 30m,direct,€41,12/12/2023,05/12/2023
Iberia,MAD,DUB,2h 30m,direct,€42,12/12/2023,05/12/2023
Vueling,MAD,DUB,2h 30m,direct,€53,12/12/2023,05/12/2023
Aer Lingus,MAD,DUB,2h 45m,direct,€61,12/12/2023,05/12/2023
Iberia,MAD,DUB,2h 45m,direct,€66,12/12/2023,05/12/2023
Aer Lingus,MAD,DUB,2h 30m,direct,€75,12/12/2023,05/12/2023
British Airways,MAD,DUB,2h 30m,direct,€78,12/12/2023,05/12/2023
British Airways,MAD,DUB,2h 45m,direct,€103,12/12/2023,05/12/2023
Vueling,MAD,DUB,5h 30m,1 stop,€81,12/12/2023,05/12/2023
British Airways,MAD,DUB,4h 50m,1 stop,€137,12/12/2023,05/12/2023
British Airways,MAD,DUB,5h 50m,1 stop,€122,12/12/2023,05/12/2023
Air France,MAD,DUB,5h 25m,1 stop,€141,12/12/2023,05/12/2023
British Airways,MAD,DUB,6h 15m,1 stop,€122,12/12/2023,05/12/2023
British Airways,MAD,DUB,6h 05m,1 stop,€127,12/12/2023,05/12/2023
British Airways,MAD,DUB,6h 25m,1 stop,€124,12/12/2023,05/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€75,13/12/2023,05/12/2023
Iberia,MAD,DUB,2h 40m,direct,€42,13/12/2023,05/12/2023
Iberia Express,MAD,DUB,2h 40m,direct,€40,13/12/2023,05/12/2023
Vueling,MAD,DUB,2h 40m,direct,€53,13/12/2023,05/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€75,13/12/2023,05/12/2023
British Airways,MAD,DUB,2h 40m,direct,€78,13/12/2023,05/12/2023
Transavia France,MAD,DUB,6h 40m,1 stop,€90,13/12/2023,05/12/2023
"Air Europa, Transavia France",MAD,DUB,5h 45m,1 stop,€103,13/12/2023,05/12/2023
British Airways,MAD,DUB,5h 15m,1 stop,€152,13/12/2023,05/12/2023
British Airways,MAD,DUB,5h 25m,1 stop,€152,13/12/2023,05/12/2023
"Air Europa, Aer Lingus",MAD,DUB,5h 55m,1 stop,€117,13/12/2023,05/12/2023
TAP AIR PORTUGAL,MAD,DUB,6h 45m,1 stop,€114,13/12/2023,05/12/2023
British Airways,MAD,DUB,4h 50m,1 stop,€184,13/12/2023,05/12/2023
British Airways,MAD,DUB,5h 25m,1 stop,€165,13/12/2023,05/12/2023
Air France,MAD,DUB,5h 25m,1 stop,€142,13/12/2023,05/12/2023
British Airways,MAD,DUB,6h 05m,1 stop,€122,13/12/2023,05/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€45,14/12/2023,05/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€40,14/12/2023,05/12/2023
Iberia,MAD,DUB,2h 30m,direct,€42,14/12/2023,05/12/2023
Iberia Express,MAD,DUB,2h 30m,direct,€42,14/12/2023,05/12/2023
Aer Lingus,MAD,DUB,2h 45m,direct,€40,14/12/2023,05/12/2023
Iberia,MAD,DUB,2h 40m,direct,€42,14/12/2023,05/12/2023
Iberia Express,MAD,DUB,2h 40m,direct,€42,14/12/2023,05/12/2023
Vueling,MAD,DUB,2h 30m,direct,€53,14/12/2023,05/12/2023
Vueling,MAD,DUB,2h 40m,direct,€53,14/12/2023,05/12/2023
Iberia,MAD,DUB,2h 45m,direct,€66,14/12/2023,05/12/2023
Iberia,MAD,DUB,2h 40m,direct,€66,14/12/2023,05/12/2023
Aer Lingus,MAD,DUB,2h 30m,direct,€75,14/12/2023,05/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€75,14/12/2023,05/12/2023
British Airways,MAD,DUB,2h 30m,direct,€78,14/12/2023,05/12/2023
British Airways,MAD,DUB,2h 40m,direct,€78,14/12/2023,05/12/2023
British Airways,MAD,DUB,2h 45m,direct,€103,14/12/2023,05/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€45,15/12/2023,05/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€40,15/12/2023,05/12/2023
Iberia,MAD,DUB,2h 40m,direct,€42,15/12/2023,05/12/2023
Iberia Express,MAD,DUB,2h 40m,direct,€43,15/12/2023,05/12/2023
Vueling,MAD,DUB,2h 40m,direct,€53,15/12/2023,05/12/2023
Iberia,MAD,DUB,2h 40m,direct,€67,15/12/2023,05/12/2023
Iberia,MAD,DUB,2h 45m,direct,€67,15/12/2023,05/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€75,15/12/2023,05/12/2023
British Airways,MAD,DUB,2h 40m,direct,€78,15/12/2023,05/12/2023
British Airways,MAD,DUB,2h 45m,direct,€103,15/12/2023,05/12/2023
British Airways,MAD,DUB,2h 40m,direct,€103,15/12/2023,05/12/2023
Aer Lingus,MAD,DUB,2h 45m,direct,€120,15/12/2023,05/12/2023
Vueling,MAD,DUB,6h 15m,1 stop,€108,15/12/2023,05/12/2023
"Vueling, Aer Lingus",MAD,DUB,5h 15m,1 stop,€119,15/12/2023,05/12/2023
Air France,MAD,DUB,5h 25m,1 stop,€141,15/12/2023,05/12/2023
"Iberia, Aer Lingus",MAD,DUB,7h 35m,1 stop,€93,15/12/2023,05/12/2023
,,,,,,,
"Binter Canarias, Aer Lingus",TFN,DUB,6h 30m,1 stop,€155,11/12/2023,05/12/2023
"Air Europa, Aer Lingus",TFN,DUB,12h 45m,1 stop,€131,11/12/2023,05/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,7h 30m,1 stop,€155,11/12/2023,05/12/2023
Iberia,TFN,DUB,14h 20m,1 stop,€139,11/12/2023,05/12/2023
"Air Europa, Aer Lingus",TFN,DUB,15h 00m,1 stop,€131,11/12/2023,05/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,8h 30m,1 stop,€178,11/12/2023,05/12/2023
Iberia,TFN,DUB,15h 20m,1 stop,€139,11/12/2023,05/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,9h 30m,1 stop,€172,11/12/2023,05/12/2023
British Airways,TFN,DUB,14h 20m,1 stop,€149,11/12/2023,05/12/2023
Iberia,TFN,DUB,17h 05m,1 stop,€139,11/12/2023,05/12/2023
British Airways,TFN,DUB,15h 20m,1 stop,€149,11/12/2023,05/12/2023
"Canaryfly, Aer Lingus",TFN,DUB,12h 45m,1 stop,€153,11/12/2023,05/12/2023
"Canaryfly, Aer Lingus",TFN,DUB,15h 00m,1 stop,€153,11/12/2023,05/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,15h 00m,1 stop,€155,11/12/2023,05/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,12h 00m,1 stop,€178,11/12/2023,05/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,6h 00m,1 stop,€163,12/12/2023,05/12/2023
"Air Europa, Aer Lingus",TFN,DUB,12h 45m,1 stop,€131,12/12/2023,05/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,6h 30m,1 stop,€154,12/12/2023,05/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,7h 00m,1 stop,€163,12/12/2023,05/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,7h 30m,1 stop,€154,12/12/2023,05/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,8h 00m,1 stop,€155,12/12/2023,05/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,7h 10m,1 stop,€206,12/12/2023,05/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,8h 30m,1 stop,€156,12/12/2023,05/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,9h 00m,1 stop,€154,12/12/2023,05/12/2023
Vueling,TFN,DUB,13h 00m,1 stop,€144,12/12/2023,05/12/2023
"Air Europa, Aer Lingus",TFN,DUB,6h 30m,1 stop,€338,12/12/2023,05/12/2023
"Canaryfly, Aer Lingus",TFN,DUB,8h 30m,1 stop,€177,12/12/2023,05/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,9h 30m,1 stop,€154,12/12/2023,05/12/2023
Iberia,TFN,DUB,6h 40m,1 stop,€505,12/12/2023,05/12/2023
"Air Europa, Aer Lingus",TFN,DUB,8h 30m,1 stop,€209,12/12/2023,05/12/2023
Vueling,TFN,DUB,13h 25m,1 stop,€57,13/12/2023,05/12/2023
Iberia,TFN,DUB,7h 00m,1 stop,€197,13/12/2023,05/12/2023
British Airways,TFN,DUB,7h 00m,1 stop,€216,13/12/2023,05/12/2023
"Vueling, Aer Lingus",TFN,DUB,11h 05m,1 stop,€108,13/12/2023,05/12/2023
"Air Europa, Iberia",TFN,DUB,8h 25m,1 stop,€186,13/12/2023,05/12/2023
"Air Europa, Iberia Express",TFN,DUB,8h 25m,1 stop,€194,13/12/2023,05/12/2023
Iberia,TFN,DUB,11h 20m,1 stop,€197,13/12/2023,05/12/2023
"Air Europa, Iberia Express",TFN,DUB,15h 25m,2 stops,€127,13/12/2023,05/12/2023
British Airways,TFN,DUB,11h 20m,1 stop,€216,13/12/2023,05/12/2023
Iberia,TFN,DUB,14h 20m,1 stop,€164,13/12/2023,05/12/2023
Multiple Airlines,TFN,DUB,15h 25m,2 stops,€132,13/12/2023,05/12/2023
Multiple Airlines,TFN,DUB,10h 00m,2 stops,€194,13/12/2023,05/12/2023
British Airways,TFN,DUB,14h 20m,1 stop,€174,13/12/2023,05/12/2023
Multiple Airlines,TFN,DUB,9h 45m,2 stops,€220,13/12/2023,05/12/2023
"Vueling, TAP AIR PORTUGAL",TFN,DUB,16h 15m,2 stops,€119,13/12/2023,05/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,6h 05m,1 stop,€160,14/12/2023,05/12/2023
Vueling,TFN,DUB,18h 45m,1 stop,€86,14/12/2023,05/12/2023
Iberia,TFN,DUB,7h 00m,1 stop,€156,14/12/2023,05/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,6h 35m,1 stop,€160,14/12/2023,05/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,7h 05m,1 stop,€155,14/12/2023,05/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,7h 35m,1 stop,€160,14/12/2023,05/12/2023
Iberia,TFN,DUB,8h 15m,1 stop,€156,14/12/2023,05/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,8h 05m,1 stop,€155,14/12/2023,05/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,8h 35m,1 stop,€155,14/12/2023,05/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,9h 05m,1 stop,€155,14/12/2023,05/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,9h 35m,1 stop,€155,14/12/2023,05/12/2023
"Air Europa, Aer Lingus",TFN,DUB,6h 30m,1 stop,€315,14/12/2023,05/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,10h 05m,1 stop,€155,14/12/2023,05/12/2023
Multiple Airlines,TFN,DUB,9h 10m,2 stops,€169,14/12/2023,05/12/2023
"Binter Canarias, Iberia Express",TFN,DUB,9h 20m,2 stops,€168,14/12/2023,05/12/2023
Multiple Airlines,TFN,DUB,9h 20m,2 stops,€185,14/12/2023,05/12/2023
Iberia,TFN,DUB,7h 00m,1 stop,€261,15/12/2023,05/12/2023
Vueling,TFN,DUB,47h 15m,3 stops,€81,15/12/2023,05/12/2023
Iberia,TFN,DUB,14h 40m,1 stop,€139,15/12/2023,05/12/2023
Iberia,TFN,DUB,13h 45m,1 stop,€139,15/12/2023,05/12/2023
Vueling,TFN,DUB,7h 45m,1 stop,€246,15/12/2023,05/12/2023
Iberia,TFN,DUB,8h 40m,1 stop,€261,15/12/2023,05/12/2023
Iberia,TFN,DUB,10h 30m,1 stop,€247,15/12/2023,05/12/2023
Vueling,TFN,DUB,17h 40m,1 stop,€133,15/12/2023,05/12/2023
Iberia,TFN,DUB,17h 25m,1 stop,€153,15/12/2023,05/12/2023
Vueling,TFN,DUB,18h 15m,2 stops,€111,15/12/2023,05/12/2023
Multiple Airlines,TFN,DUB,19h 25m,2 stops,€138,15/12/2023,05/12/2023
Iberia,TFN,DUB,16h 40m,1 stop,€201,15/12/2023,05/12/2023
Iberia,TFN,DUB,22h 15m,1 stop,€128,15/12/2023,05/12/2023
Iberia,TFN,DUB,19h 40m,1 stop,€178,15/12/2023,05/12/2023
Iberia Express,TFN,DUB,22h 15m,1 stop,€120,15/12/2023,05/12/2023
Iberia Express,TFN,DUB,21h 20m,1 stop,€121,15/12/2023,05/12/2023
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Vueling,DUB,IBZ,22h 50m,1 stop,€92,11/12/2023,07/12/2023
"Transavia France, Vueling",DUB,IBZ,17h 10m,1 stop,€103,11/12/2023,07/12/2023
Multiple Airlines,DUB,IBZ,7h 35m,2 stops,€233,11/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,6h 40m,1 stop,€340,11/12/2023,07/12/2023
Iberia,DUB,IBZ,12h 30m,1 stop,€282,11/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,18h 55m,1 stop,€169,11/12/2023,07/12/2023
British Airways,DUB,IBZ,12h 30m,1 stop,€327,11/12/2023,07/12/2023
"Transavia France, Vueling",DUB,IBZ,17h 00m,2 stops,€161,11/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,9h 20m,1 stop,€360,11/12/2023,07/12/2023
"British Airways, Iberia",DUB,IBZ,14h 55m,1 stop,€308,11/12/2023,07/12/2023
"Aer Lingus, British Airways",DUB,IBZ,14h 55m,1 stop,€262,11/12/2023,07/12/2023
"Transavia France, Vueling",DUB,IBZ,18h 00m,2 stops,€161,11/12/2023,07/12/2023
Iberia,DUB,IBZ,16h 45m,1 stop,€289,11/12/2023,07/12/2023
"Transavia France, Vueling",DUB,IBZ,13h 25m,2 stops,€221,11/12/2023,07/12/2023
"British Airways, Iberia",DUB,IBZ,18h 00m,1 stop,€294,11/12/2023,07/12/2023
Vueling,DUB,IBZ,7h 15m,1 stop,€112,12/12/2023,07/12/2023
Vueling,DUB,IBZ,18h 40m,1 stop,€95,12/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,5h 40m,1 stop,€147,12/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,6h 40m,1 stop,€147,12/12/2023,07/12/2023
"Aer Lingus, Air Europa",DUB,IBZ,5h 45m,1 stop,€255,12/12/2023,07/12/2023
Iberia,DUB,IBZ,5h 00m,1 stop,€390,12/12/2023,07/12/2023
Vueling,DUB,IBZ,5h 00m,1 stop,€399,12/12/2023,07/12/2023
British Airways,DUB,IBZ,4h 40m,1 stop,€430,12/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,9h 10m,1 stop,€167,12/12/2023,07/12/2023
Iberia Express,DUB,IBZ,5h 00m,1 stop,€384,12/12/2023,07/12/2023
British Airways,DUB,IBZ,5h 00m,1 stop,€487,12/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,9h 00m,2 stops,€153,12/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,7h 25m,2 stops,€185,12/12/2023,07/12/2023
Iberia,DUB,IBZ,7h 15m,1 stop,€358,12/12/2023,07/12/2023
"Aer Lingus, Transavia",DUB,IBZ,5h 45m,1 stop,€374,12/12/2023,07/12/2023
Vueling,DUB,IBZ,6h 35m,1 stop,€68,13/12/2023,07/12/2023
Vueling,DUB,IBZ,23h 35m,1 stop,€54,13/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,5h 40m,1 stop,€121,13/12/2023,07/12/2023
Vueling,DUB,IBZ,9h 00m,1 stop,€78,13/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,6h 40m,1 stop,€121,13/12/2023,07/12/2023
Vueling,DUB,IBZ,12h 10m,1 stop,€68,13/12/2023,07/12/2023
British Airways,DUB,IBZ,4h 35m,1 stop,€349,13/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,9h 05m,1 stop,€116,13/12/2023,07/12/2023
Iberia,DUB,IBZ,6h 35m,1 stop,€270,13/12/2023,07/12/2023
Iberia,DUB,IBZ,12h 25m,1 stop,€132,13/12/2023,07/12/2023
"Vueling, Swiftair",DUB,IBZ,8h 15m,2 stops,€114,13/12/2023,07/12/2023
"Vueling, Air Europa",DUB,IBZ,8h 15m,2 stops,€114,13/12/2023,07/12/2023
"Vueling, Air Europa",DUB,IBZ,8h 15m,2 stops,€116,13/12/2023,07/12/2023
Multiple Airlines,DUB,IBZ,8h 15m,2 stops,€116,13/12/2023,07/12/2023
Iberia,DUB,IBZ,9h 00m,1 stop,€302,13/12/2023,07/12/2023
Vueling,DUB,IBZ,6h 10m,1 stop,€70,14/12/2023,07/12/2023
Vueling,DUB,IBZ,23h 10m,1 stop,€55,14/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,5h 05m,1 stop,€115,14/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,5h 40m,1 stop,€115,14/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,6h 40m,1 stop,€115,14/12/2023,07/12/2023
Vueling,DUB,IBZ,8h 35m,1 stop,€102,14/12/2023,07/12/2023
Vueling,DUB,IBZ,11h 45m,1 stop,€70,14/12/2023,07/12/2023
Iberia,DUB,IBZ,5h 00m,1 stop,€355,14/12/2023,07/12/2023
Iberia,DUB,IBZ,6h 10m,1 stop,€297,14/12/2023,07/12/2023
"Iberia, Iberia Express",DUB,IBZ,5h 00m,1 stop,€322,14/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,9h 05m,1 stop,€115,14/12/2023,07/12/2023
British Airways,DUB,IBZ,5h 00m,1 stop,€431,14/12/2023,07/12/2023
"Transavia France, Vueling",DUB,IBZ,17h 05m,1 stop,€95,14/12/2023,07/12/2023
British Airways,DUB,IBZ,6h 10m,1 stop,€394,14/12/2023,07/12/2023
"Vueling, Air Europa",DUB,IBZ,7h 50m,2 stops,€137,14/12/2023,07/12/2023
Vueling,DUB,IBZ,6h 20m,1 stop,€76,15/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,5h 05m,1 stop,€164,15/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,5h 15m,1 stop,€175,15/12/2023,07/12/2023
Iberia,DUB,IBZ,12h 30m,1 stop,€107,15/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,6h 30m,1 stop,€162,15/12/2023,07/12/2023
Iberia,DUB,IBZ,16h 45m,1 stop,€114,15/12/2023,07/12/2023
Iberia,DUB,IBZ,6h 20m,1 stop,€345,15/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,8h 40m,1 stop,€162,15/12/2023,07/12/2023
British Airways,DUB,IBZ,12h 30m,1 stop,€148,15/12/2023,07/12/2023
Multiple Airlines,DUB,IBZ,7h 45m,2 stops,€187,15/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,11h 30m,1 stop,€167,15/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,14h 40m,1 stop,€153,15/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,10h 55m,2 stops,€149,15/12/2023,07/12/2023
"Iberia, Iberia Express",DUB,IBZ,12h 30m,1 stop,€172,15/12/2023,07/12/2023
British Airways,DUB,IBZ,12h 20m,1 stop,€274,15/12/2023,07/12/2023
Aer Lingus,DUB,MAD,2h 35m,direct,€251,11/12/2023,07/12/2023
Iberia Express,DUB,MAD,2h 35m,direct,€242,11/12/2023,07/12/2023
"Transavia, Renfe",DUB,MAD,17h 07m,2 stops,€143,11/12/2023,07/12/2023
Vueling,DUB,MAD,2h 35m,direct,€244,11/12/2023,07/12/2023
Aer Lingus,DUB,MAD,2h 35m,direct,€251,11/12/2023,07/12/2023
Iberia,DUB,MAD,2h 35m,direct,€251,11/12/2023,07/12/2023
British Airways,DUB,MAD,2h 35m,direct,€289,11/12/2023,07/12/2023
Aer Lingus,DUB,MAD,2h 50m,direct,€452,11/12/2023,07/12/2023
"TAP AIR PORTUGAL, ALSA",DUB,MAD,12h 50m,1 stop,€162,11/12/2023,07/12/2023
"Aer Lingus, Air Europa",DUB,MAD,5h 35m,1 stop,€245,11/12/2023,07/12/2023
TAP AIR PORTUGAL,DUB,MAD,5h 50m,1 stop,€286,11/12/2023,07/12/2023
KLM,DUB,MAD,5h 05m,1 stop,€348,11/12/2023,07/12/2023
"Aer Lingus, easyJet",DUB,MAD,9h 10m,1 stop,€208,11/12/2023,07/12/2023
TAP AIR PORTUGAL,DUB,MAD,8h 10m,1 stop,€251,11/12/2023,07/12/2023
"Aer Lingus, Iberia",DUB,MAD,7h 15m,1 stop,€252,11/12/2023,07/12/2023
KLM,DUB,MAD,5h 10m,1 stop,€505,11/12/2023,07/12/2023
TAP AIR PORTUGAL,DUB,MAD,8h 35m,1 stop,€286,11/12/2023,07/12/2023
Aer Lingus,DUB,MAD,2h 50m,direct,€201,12/12/2023,07/12/2023
"Vueling, Air Europa",DUB,MAD,6h 20m,1 stop,€99,12/12/2023,07/12/2023
Aer Lingus,DUB,MAD,2h 50m,direct,€194,12/12/2023,07/12/2023
Aer Lingus,DUB,MAD,2h 35m,direct,€201,12/12/2023,07/12/2023
Iberia Express,DUB,MAD,2h 35m,direct,€203,12/12/2023,07/12/2023
Vueling,DUB,MAD,6h 20m,1 stop,€108,12/12/2023,07/12/2023
Vueling,DUB,MAD,2h 35m,direct,€211,12/12/2023,07/12/2023
Iberia,DUB,MAD,2h 35m,direct,€213,12/12/2023,07/12/2023
British Airways,DUB,MAD,2h 35m,direct,€251,12/12/2023,07/12/2023
Iberia,DUB,MAD,2h 50m,direct,€249,12/12/2023,07/12/2023
British Airways,DUB,MAD,2h 50m,direct,€289,12/12/2023,07/12/2023
"Vueling, Iberia",DUB,MAD,5h 45m,1 stop,€163,12/12/2023,07/12/2023
"Aer Lingus, Iberia",DUB,MAD,5h 45m,1 stop,€169,12/12/2023,07/12/2023
"Aer Lingus, Iberia Express",DUB,MAD,6h 30m,1 stop,€159,12/12/2023,07/12/2023
"Aer Lingus, SNCF",DUB,MAD,8h 05m,1 stop,€137,12/12/2023,07/12/2023
"Aer Lingus, Iberia",DUB,MAD,6h 30m,1 stop,€165,12/12/2023,07/12/2023
Aer Lingus,DUB,MAD,2h 35m,direct,€117,13/12/2023,07/12/2023
Aer Lingus,DUB,MAD,2h 35m,direct,€117,13/12/2023,07/12/2023
Vueling,DUB,MAD,11h 15m,1 stop,€66,13/12/2023,07/12/2023
Iberia Express,DUB,MAD,2h 35m,direct,€122,13/12/2023,07/12/2023
Vueling,DUB,MAD,2h 35m,direct,€128,13/12/2023,07/12/2023
Iberia,DUB,MAD,2h 35m,direct,€133,13/12/2023,07/12/2023
British Airways,DUB,MAD,2h 35m,direct,€172,13/12/2023,07/12/2023
"Vueling, Iberia",DUB,MAD,5h 15m,1 stop,€107,13/12/2023,07/12/2023
Vueling,DUB,MAD,7h 10m,1 stop,€93,13/12/2023,07/12/2023
"Vueling, Air Europa",DUB,MAD,11h 15m,1 stop,€71,13/12/2023,07/12/2023
KLM,DUB,MAD,5h 05m,1 stop,€159,13/12/2023,07/12/2023
KLM,DUB,MAD,5h 20m,1 stop,€188,13/12/2023,07/12/2023
KLM,DUB,MAD,6h 15m,1 stop,€159,13/12/2023,07/12/2023
KLM,DUB,MAD,5h 10m,1 stop,€243,13/12/2023,07/12/2023
"Aer Lingus, Iberia",DUB,MAD,5h 45m,1 stop,€166,13/12/2023,07/12/2023
"Vueling, Air Europa",DUB,MAD,6h 20m,1 stop,€157,13/12/2023,07/12/2023
KLM,DUB,MAD,9h 00m,1 stop,€243,14/12/2023,07/12/2023
Vueling,DUB,MAD,6h 45m,1 stop,€79,14/12/2023,07/12/2023
"Vueling, Air Europa",DUB,MAD,10h 50m,1 stop,€76,14/12/2023,07/12/2023
Aer Lingus,DUB,MAD,2h 50m,direct,€216,14/12/2023,07/12/2023
Iberia,DUB,MAD,2h 35m,direct,€240,14/12/2023,07/12/2023
Iberia Express,DUB,MAD,2h 35m,direct,€242,14/12/2023,07/12/2023
"Vueling, Iberia",DUB,MAD,5h 20m,1 stop,€128,14/12/2023,07/12/2023
Iberia,DUB,MAD,2h 50m,direct,€240,14/12/2023,07/12/2023
Vueling,DUB,MAD,2h 35m,direct,€244,14/12/2023,07/12/2023
Aer Lingus,DUB,MAD,2h 35m,direct,€248,14/12/2023,07/12/2023
Aer Lingus,DUB,MAD,2h 35m,direct,€251,14/12/2023,07/12/2023
Iberia,DUB,MAD,2h 35m,direct,€260,14/12/2023,07/12/2023
Iberia,DUB,MAD,2h 35m,direct,€275,14/12/2023,07/12/2023
Vueling,DUB,MAD,10h 50m,1 stop,€83,14/12/2023,07/12/2023
British Airways,DUB,MAD,2h 35m,direct,€289,14/12/2023,07/12/2023
British Airways,DUB,MAD,2h 50m,direct,€289,14/12/2023,07/12/2023
Aer Lingus,DUB,MAD,2h 35m,direct,€157,15/12/2023,07/12/2023
