Airline,Source,Destination,Duration,Total stops,Price,Date
Aer Lingus,DUB,MAD,2h 35m,direct,€251,2023-12-11
Iberia Express,DUB,MAD,2h 35m,direct,€242,2023-12-11
"TAP AIR PORTUGAL, ALSA",DUB,MAD,12h 50m,1 stop,€181,2023-12-11
Iberia,DUB,MAD,2h 35m,direct,€244,2023-12-11
Vueling,DUB,MAD,2h 35m,direct,€244,2023-12-11
Aer Lingus,DUB,MAD,2h 35m,direct,€251,2023-12-11
British Airways,DUB,MAD,2h 35m,direct,€290,2023-12-11
Aer Lingus,DUB,MAD,2h 50m,direct,€451,2023-12-11
TAP AIR PORTUGAL,DUB,MAD,5h 50m,1 stop,€286,2023-12-11
KLM,DUB,MAD,5h 05m,1 stop,€337,2023-12-11
TAP AIR PORTUGAL,DUB,MAD,8h 10m,1 stop,€251,2023-12-11
"TAP AIR PORTUGAL, easyJet",DUB,MAD,5h 15m,1 stop,€300,2023-12-11
"TAP AIR PORTUGAL, Air Europa",DUB,MAD,6h 10m,1 stop,€274,2023-12-11
"Aer Lingus, Iberia Express",DUB,MAD,7h 15m,1 stop,€255,2023-12-11
KLM,DUB,MAD,5h 10m,1 stop,€492,2023-12-11
TAP AIR PORTUGAL,DUB,MAD,8h 35m,1 stop,€286,2023-12-11
Aer Lingus,DUB,MAD,2h 50m,direct,€226,2023-12-12
Iberia,DUB,MAD,2h 35m,direct,€228,2023-12-12
"Vueling, Iberia",DUB,MAD,17h 55m,1 stop,€123,2023-12-12
Aer Lingus,DUB,MAD,2h 50m,direct,€219,2023-12-12
Vueling,DUB,MAD,6h 20m,1 stop,€127,2023-12-12
Aer Lingus,DUB,MAD,2h 35m,direct,€236,2023-12-12
Iberia,DUB,MAD,2h 50m,direct,€243,2023-12-12
"Vueling, Air Europa",DUB,MAD,6h 20m,1 stop,€126,2023-12-12
Iberia Express,DUB,MAD,2h 35m,direct,€288,2023-12-12
British Airways,DUB,MAD,2h 50m,direct,€290,2023-12-12
British Airways,DUB,MAD,2h 35m,direct,€369,2023-12-12
"Vueling, Iberia",DUB,MAD,5h 45m,1 stop,€156,2023-12-12
"Vueling, Renfe",DUB,MAD,7h 00m,1 stop,€148,2023-12-12
"Aer Lingus, Iberia",DUB,MAD,5h 45m,1 stop,€190,2023-12-12
"Aer Lingus, Iberia Express",DUB,MAD,6h 30m,1 stop,€183,2023-12-12
"Aer Lingus, Air Europa",DUB,MAD,5h 35m,1 stop,€217,2023-12-12
"Aer Lingus, Iberia",DUB,MAD,6h 40m,1 stop,€190,2023-12-12
Aer Lingus,DUB,MAD,2h 35m,direct,€117,2023-12-13
Aer Lingus,DUB,MAD,2h 35m,direct,€117,2023-12-13
Vueling,DUB,MAD,11h 15m,1 stop,€70,2023-12-13
Iberia Express,DUB,MAD,2h 35m,direct,€122,2023-12-13
Vueling,DUB,MAD,2h 35m,direct,€128,2023-12-13
Iberia,DUB,MAD,2h 35m,direct,€132,2023-12-13
British Airways,DUB,MAD,2h 35m,direct,€173,2023-12-13
"Vueling, Renfe",DUB,MAD,6h 55m,1 stop,€75,2023-12-13
"Vueling, Iberia",DUB,MAD,5h 15m,1 stop,€114,2023-12-13
KLM,DUB,MAD,5h 05m,1 stop,€188,2023-12-13
KLM,DUB,MAD,5h 10m,1 stop,€188,2023-12-13
"Vueling, Air Europa",DUB,MAD,11h 15m,1 stop,€85,2023-12-13
Vueling,DUB,MAD,7h 10m,1 stop,€116,2023-12-13
KLM,DUB,MAD,6h 15m,1 stop,€188,2023-12-13
Vueling,DUB,MAD,7h 10m,1 stop,€127,2023-12-13
KLM,DUB,MAD,5h 20m,1 stop,€262,2023-12-13
KLM,DUB,MAD,5h 10m,1 stop,€183,2023-12-14
"Vueling, Air Europa",DUB,MAD,10h 50m,1 stop,€76,2023-12-14
Iberia Express,DUB,MAD,2h 35m,direct,€242,2023-12-14
Iberia,DUB,MAD,2h 35m,direct,€244,2023-12-14
Aer Lingus,DUB,MAD,2h 50m,direct,€243,2023-12-14
Iberia,DUB,MAD,2h 50m,direct,€244,2023-12-14
Aer Lingus,DUB,MAD,2h 35m,direct,€250,2023-12-14
Vueling,DUB,MAD,10h 50m,1 stop,€79,2023-12-14
Vueling,DUB,MAD,6h 45m,1 stop,€109,2023-12-14
"Vueling, Iberia",DUB,MAD,5h 20m,1 stop,€139,2023-12-14
"Vueling, Renfe",DUB,MAD,7h 30m,1 stop,€97,2023-12-14
Vueling,DUB,MAD,2h 35m,direct,€277,2023-12-14
Iberia,DUB,MAD,2h 35m,direct,€279,2023-12-14
KLM,DUB,MAD,5h 10m,1 stop,€175,2023-12-14
British Airways,DUB,MAD,2h 35m,direct,€290,2023-12-14
British Airways,DUB,MAD,2h 50m,direct,€290,2023-12-14
Aer Lingus,DUB,MAD,2h 35m,direct,€157,2023-12-15
Iberia,DUB,MAD,2h 35m,direct,€131,2023-12-15
Aer Lingus,DUB,MAD,2h 35m,direct,€157,2023-12-15
Vueling,DUB,MAD,2h 35m,direct,€167,2023-12-15
Iberia Express,DUB,MAD,2h 35m,direct,€172,2023-12-15
British Airways,DUB,MAD,2h 35m,direct,€216,2023-12-15
Vueling,DUB,MAD,5h 25m,1 stop,€137,2023-12-15
"Vueling, Air Europa",DUB,MAD,5h 25m,1 stop,€132,2023-12-15
Aer Lingus,DUB,MAD,2h 35m,direct,€355,2023-12-15
Iberia,DUB,MAD,2h 35m,direct,€364,2023-12-15
Aer Lingus,DUB,MAD,2h 50m,direct,€384,2023-12-15
British Airways,DUB,MAD,2h 35m,direct,€413,2023-12-15
Iberia,DUB,MAD,2h 50m,direct,€426,2023-12-15
British Airways,DUB,MAD,2h 50m,direct,€476,2023-12-15
