Airline,Source,Destination,Duration,Total stops,Price,Date
Iberia,DUB,TFN,9h 15m,1 stop,€299,2023-12-14
Iberia,DUB,TFN,10h 10m,1 stop,€299,2023-12-14
Iberia,DUB,TFN,13h 50m,1 stop,€238,2023-12-14
"Aer Lingus, Binter Canarias",DUB,TFN,9h 30m,1 stop,€279,2023-12-14
Multiple Airlines,DUB,TFN,9h 45m,2 stops,€233,2023-12-14
Iberia,DUB,TFN,8h 20m,1 stop,€498,2023-12-14
Iberia,DUB,TFN,9h 10m,1 stop,€413,2023-12-14
Multiple Airlines,DUB,TFN,10h 45m,2 stops,€233,2023-12-14
Multiple Airlines,DUB,TFN,11h 15m,2 stops,€233,2023-12-14
"Aer Lingus, Vueling",DUB,TFN,12h 05m,1 stop,€255,2023-12-14
Multiple Airlines,DUB,TFN,11h 45m,2 stops,€233,2023-12-14
"Aer Lingus, Binter Canarias",DUB,TFN,8h 40m,1 stop,€236,2023-12-15
"Aer Lingus, Vueling",DUB,TFN,16h 55m,1 stop,€162,2023-12-15
Iberia,DUB,TFN,14h 25m,1 stop,€196,2023-12-15
"Aer Lingus, Binter Canarias",DUB,TFN,9h 45m,1 stop,€236,2023-12-15
"Aer Lingus, Binter Canarias",DUB,TFN,10h 00m,1 stop,€236,2023-12-15
Iberia,DUB,TFN,15h 40m,1 stop,€307,2023-12-15
"Aer Lingus, Air Europa",DUB,TFN,13h 55m,1 stop,€284,2023-12-15
Iberia,DUB,TFN,9h 15m,1 stop,€657,2023-12-15
"Aer Lingus, Vueling",DUB,TFN,11h 50m,1 stop,€373,2023-12-15
"Aer Lingus, Vueling",DUB,TFN,12h 25m,1 stop,€384,2023-12-15
Multiple Airlines,DUB,TFN,12h 40m,2 stops,€331,2023-12-15
KLM,DUB,TFN,11h 00m,2 stops,€550,2023-12-15
"KLM, Air Europa",DUB,TFN,11h 00m,2 stops,€559,2023-12-15
Iberia,DUB,TFN,12h 00m,1 stop,€657,2023-12-15
Iberia,DUB,TFN,19h 20m,1 stop,€211,2023-12-15
