Airline,Source,Destination,Duration,Total stops,Price,Date
"Binter Canarias, Aer Lingus",TFN,DUB,6h 30m,1 stop,€207,2023-12-11
Iberia,TFN,DUB,15h 20m,1 stop,€139,2023-12-11
Iberia,TFN,DUB,14h 20m,1 stop,€146,2023-12-11
"Binter Canarias, Aer Lingus",TFN,DUB,7h 30m,1 stop,€223,2023-12-11
British Airways,TFN,DUB,14h 20m,1 stop,€149,2023-12-11
British Airways,TFN,DUB,15h 20m,1 stop,€149,2023-12-11
"Air Europa, Aer Lingus",TFN,DUB,12h 45m,1 stop,€196,2023-12-11
"Air Europa, Aer Lingus",TFN,DUB,15h 00m,1 stop,€196,2023-12-11
Iberia,TFN,DUB,17h 35m,1 stop,€209,2023-12-11
Multiple Airlines,TFN,DUB,10h 35m,2 stops,€370,2023-12-11
Iberia,TFN,DUB,18h 35m,1 stop,€216,2023-12-11
Multiple Airlines,TFN,DUB,11h 50m,3 stops,€310,2023-12-11
Multiple Airlines,TFN,DUB,12h 25m,3 stops,€304,2023-12-11
"Iberia, Iberia Express",TFN,DUB,15h 20m,1 stop,€244,2023-12-11
"Binter Canarias, Vueling",TFN,DUB,16h 00m,2 stops,€248,2023-12-11
"Binter Canarias, Aer Lingus",TFN,DUB,6h 00m,1 stop,€186,2023-12-12
"Air Europa, Aer Lingus",TFN,DUB,12h 45m,1 stop,€184,2023-12-12
"Binter Canarias, Aer Lingus",TFN,DUB,6h 30m,1 stop,€186,2023-12-12
"Binter Canarias, Aer Lingus",TFN,DUB,7h 00m,1 stop,€186,2023-12-12
"Binter Canarias, Aer Lingus",TFN,DUB,7h 30m,1 stop,€195,2023-12-12
"Binter Canarias, Aer Lingus",TFN,DUB,8h 00m,1 stop,€186,2023-12-12
"Binter Canarias, Aer Lingus",TFN,DUB,7h 10m,1 stop,€237,2023-12-12
"Binter Canarias, Aer Lingus",TFN,DUB,8h 30m,1 stop,€186,2023-12-12
"Binter Canarias, Aer Lingus",TFN,DUB,9h 00m,1 stop,€186,2023-12-12
"Binter Canarias, Aer Lingus",TFN,DUB,9h 30m,1 stop,€186,2023-12-12
"Canaryfly, Aer Lingus",TFN,DUB,8h 30m,1 stop,€221,2023-12-12
"Air Europa, Aer Lingus",TFN,DUB,8h 30m,1 stop,€272,2023-12-12
Vueling,TFN,DUB,13h 00m,1 stop,€188,2023-12-12
"Binter Canarias, Aer Lingus",TFN,DUB,9h 40m,1 stop,€274,2023-12-12
"Binter Canarias, Aer Lingus",TFN,DUB,11h 30m,1 stop,€251,2023-12-12
Vueling,TFN,DUB,13h 25m,1 stop,€101,2023-12-13
Iberia,TFN,DUB,7h 00m,1 stop,€337,2023-12-13
Iberia,TFN,DUB,14h 20m,1 stop,€171,2023-12-13
Vueling,TFN,DUB,7h 00m,1 stop,€663,2023-12-13
"Vueling, Aer Lingus",TFN,DUB,11h 05m,1 stop,€194,2023-12-13
