Airline,Source,Destination,Duration,Total stops,Price,Date
Vueling,IBZ,DUB,18h 40m,1 stop,€87,2023-12-11
British Airways,IBZ,DUB,6h 20m,1 stop,€318,2023-12-11
British Airways,IBZ,DUB,8h 25m,1 stop,€324,2023-12-11
Iberia,IBZ,DUB,5h 55m,1 stop,€522,2023-12-11
British Airways,IBZ,DUB,8h 25m,1 stop,€338,2023-12-11
British Airways,IBZ,DUB,8h 45m,1 stop,€328,2023-12-11
British Airways,IBZ,DUB,7h 10m,1 stop,€420,2023-12-11
Iberia,IBZ,DUB,17h 45m,1 stop,€212,2023-12-11
British Airways,IBZ,DUB,9h 45m,1 stop,€344,2023-12-11
British Airways,IBZ,DUB,7h 45m,1 stop,€643,2023-12-11
"Air Europa, Vueling",IBZ,DUB,19h 25m,2 stops,€141,2023-12-11
"Swiftair, Vueling",IBZ,DUB,19h 25m,2 stops,€143,2023-12-11
"Swiftair, Vueling",IBZ,DUB,19h 25m,2 stops,€150,2023-12-11
Vueling,IBZ,DUB,18h 05m,2 stops,€163,2023-12-11
"Air Europa, Vueling",IBZ,DUB,19h 25m,2 stops,€154,2023-12-11
Vueling,IBZ,DUB,7h 20m,1 stop,€73,2023-12-12
Vueling,IBZ,DUB,13h 40m,1 stop,€62,2023-12-12
"Vueling, Aer Lingus",IBZ,DUB,6h 40m,1 stop,€217,2023-12-12
Vueling,IBZ,DUB,15h 55m,1 stop,€62,2023-12-12
Vueling,IBZ,DUB,18h 20m,1 stop,€62,2023-12-12
Iberia,IBZ,DUB,7h 20m,1 stop,€261,2023-12-12
British Airways,IBZ,DUB,7h 45m,1 stop,€282,2023-12-12
"Air Europa, Vueling",IBZ,DUB,7h 30m,2 stops,€182,2023-12-12
"Air Europa, Vueling",IBZ,DUB,6h 15m,2 stops,€217,2023-12-12
"Swiftair, Vueling",IBZ,DUB,7h 30m,2 stops,€186,2023-12-12
Vueling,IBZ,DUB,6h 45m,2 stops,€210,2023-12-12
British Airways,IBZ,DUB,7h 20m,1 stop,€324,2023-12-12
"Iberia, British Airways",IBZ,DUB,7h 45m,1 stop,€317,2023-12-12
British Airways,IBZ,DUB,8h 25m,1 stop,€298,2023-12-12
"Swiftair, Vueling",IBZ,DUB,14h 25m,2 stops,€122,2023-12-12
Iberia,IBZ,DUB,5h 50m,1 stop,€97,2023-12-13
Iberia Express,IBZ,DUB,13h 40m,1 stop,€64,2023-12-13
"Iberia, Iberia Express",IBZ,DUB,5h 50m,1 stop,€91,2023-12-13
British Airways,IBZ,DUB,5h 50m,1 stop,€145,2023-12-13
Vueling,IBZ,DUB,5h 50m,1 stop,€156,2023-12-13
Iberia,IBZ,DUB,13h 40m,1 stop,€69,2023-12-13
"Iberia, Iberia Express",IBZ,DUB,13h 40m,1 stop,€67,2023-12-13
"Iberia Express, Iberia",IBZ,DUB,13h 40m,1 stop,€68,2023-12-13
