Airline,Source,Destination,Duration,Total stops,Price,Date
Iberia Express,DUB,MAD,2h 35m,direct,€242,2023-12-11
Iberia,DUB,MAD,2h 35m,direct,€244,2023-12-11
Vueling,DUB,MAD,2h 35m,direct,€244,2023-12-11
Aer Lingus,DUB,MAD,2h 35m,direct,€277,2023-12-11
TAP AIR PORTUGAL,DUB,MAD,8h 10m,1 stop,€307,2023-12-11
KLM,DUB,MAD,5h 10m,1 stop,€683,2023-12-11
"Vueling, Iberia",DUB,MAD,6h 15m,1 stop,€466,2023-12-11
"Vueling, Air Europa",DUB,MAD,6h 10m,1 stop,€478,2023-12-11
TAP AIR PORTUGAL,DUB,MAD,11h 10m,1 stop,€307,2023-12-11
British Airways,DUB,MAD,5h 15m,1 stop,€783,2023-12-11
British Airways,DUB,MAD,4h 40m,1 stop,€959,2023-12-11
British Airways,DUB,MAD,5h 40m,1 stop,€816,2023-12-11
British Airways,DUB,MAD,5h 40m,1 stop,€816,2023-12-11
British Airways,DUB,MAD,7h 45m,1 stop,€658,2023-12-11
Air France,DUB,MAD,5h 15m,1 stop,"€1,094",2023-12-11
Iberia,DUB,MAD,2h 50m,direct,€92,2023-12-12
Aer Lingus,DUB,MAD,2h 35m,direct,€201,2023-12-12
Iberia Express,DUB,MAD,2h 35m,direct,€203,2023-12-12
Iberia,DUB,MAD,2h 35m,direct,€208,2023-12-12
Vueling,DUB,MAD,2h 35m,direct,€211,2023-12-12
Vueling,DUB,MAD,6h 20m,1 stop,€98,2023-12-12
Aer Lingus,DUB,MAD,2h 50m,direct,€243,2023-12-12
"Vueling, Air Europa",DUB,MAD,6h 20m,1 stop,€164,2023-12-12
"Aer Lingus, Iberia Express",DUB,MAD,6h 30m,1 stop,€183,2023-12-12
"Aer Lingus, Iberia",DUB,MAD,6h 30m,1 stop,€191,2023-12-12
KLM,DUB,MAD,5h 05m,1 stop,€315,2023-12-12
"Aer Lingus, Air Europa",DUB,MAD,5h 35m,1 stop,€235,2023-12-12
"Aer Lingus, Iberia",DUB,MAD,6h 40m,1 stop,€209,2023-12-12
"Vueling, Air Europa",DUB,MAD,6h 10m,1 stop,€237,2023-12-12
British Airways,DUB,MAD,5h 40m,1 stop,€406,2023-12-12
Aer Lingus,DUB,MAD,2h 35m,direct,€152,2023-12-13
Aer Lingus,DUB,MAD,2h 35m,direct,€152,2023-12-13
Vueling,DUB,MAD,11h 15m,1 stop,€71,2023-12-13
Vueling,DUB,MAD,2h 35m,direct,€167,2023-12-13
Iberia Express,DUB,MAD,2h 35m,direct,€168,2023-12-13
Iberia,DUB,MAD,2h 35m,direct,€174,2023-12-13
British Airways,DUB,MAD,2h 35m,direct,€216,2023-12-13
"Vueling, Iberia",DUB,MAD,5h 15m,1 stop,€130,2023-12-13
Vueling,DUB,MAD,7h 10m,1 stop,€116,2023-12-13
"Vueling, Air Europa",DUB,MAD,11h 15m,1 stop,€86,2023-12-13
"Vueling, Air Europa",DUB,MAD,6h 20m,1 stop,€156,2023-12-13
