Airline,Source,Destination,Duration,Total stops,Price,Date
"Binter Canarias, Aer Lingus",TFN,DUB,6h 30m,1 stop,€237,2023-12-11
Iberia,TFN,DUB,14h 20m,1 stop,€160,2023-12-11
"Iberia, Iberia Express",TFN,DUB,14h 20m,1 stop,€270,2023-12-11
"Binter Canarias, Vueling",TFN,DUB,16h 00m,2 stops,€254,2023-12-11
Vueling,TFN,DUB,18h 00m,1 stop,€410,2023-12-11
"Air Europa, Vueling",TFN,DUB,19h 00m,2 stops,€234,2023-12-11
"Canaryfly, Vueling",TFN,DUB,19h 00m,2 stops,€234,2023-12-11
"Binter Canarias, Vueling",TFN,DUB,19h 00m,2 stops,€239,2023-12-11
"Canaryfly, Vueling",TFN,DUB,19h 00m,3 stops,€249,2023-12-11
"Binter Canarias, Vueling",TFN,DUB,18h 30m,2 stops,€292,2023-12-11
Vueling,TFN,DUB,18h 15m,2 stops,€310,2023-12-11
Vueling,TFN,DUB,18h 15m,2 stops,€296,2023-12-11
"Binter Canarias, Vueling",TFN,DUB,18h 00m,2 stops,€342,2023-12-11
"Binter Canarias, Vueling",TFN,DUB,16h 00m,2 stops,€366,2023-12-11
"Binter Canarias, Vueling",TFN,DUB,17h 00m,2 stops,€342,2023-12-11
"Binter Canarias, Aer Lingus",TFN,DUB,6h 00m,1 stop,€198,2023-12-12
Vueling,TFN,DUB,13h 00m,1 stop,€170,2023-12-12
"Binter Canarias, Aer Lingus",TFN,DUB,6h 30m,1 stop,€207,2023-12-12
"Binter Canarias, Aer Lingus",TFN,DUB,7h 00m,1 stop,€198,2023-12-12
"Binter Canarias, Aer Lingus",TFN,DUB,7h 30m,1 stop,€207,2023-12-12
"Binter Canarias, Aer Lingus",TFN,DUB,8h 00m,1 stop,€198,2023-12-12
"Binter Canarias, Aer Lingus",TFN,DUB,8h 30m,1 stop,€198,2023-12-12
"Binter Canarias, Aer Lingus",TFN,DUB,7h 10m,1 stop,€278,2023-12-12
"Binter Canarias, Aer Lingus",TFN,DUB,9h 00m,1 stop,€198,2023-12-12
"Binter Canarias, Aer Lingus",TFN,DUB,9h 30m,1 stop,€198,2023-12-12
"Air Europa, Aer Lingus",TFN,DUB,8h 30m,1 stop,€303,2023-12-12
"Binter Canarias, Aer Lingus",TFN,DUB,10h 30m,1 stop,€207,2023-12-12
"Air Europa, Aer Lingus",TFN,DUB,12h 45m,1 stop,€193,2023-12-12
Multiple Airlines,TFN,DUB,9h 45m,2 stops,€257,2023-12-12
Multiple Airlines,TFN,DUB,10h 00m,2 stops,€252,2023-12-12
Vueling,TFN,DUB,13h 25m,1 stop,€103,2023-12-13
Iberia,TFN,DUB,7h 00m,1 stop,€328,2023-12-13
British Airways,TFN,DUB,7h 00m,1 stop,€347,2023-12-13
"Vueling, Aer Lingus",TFN,DUB,11h 05m,1 stop,€150,2023-12-13
Iberia,TFN,DUB,14h 20m,1 stop,€164,2023-12-13
Vueling,TFN,DUB,7h 00m,1 stop,€664,2023-12-13
British Airways,TFN,DUB,14h 20m,1 stop,€174,2023-12-13
"Binter Canarias, Aer Lingus",TFN,DUB,8h 20m,1 stop,€361,2023-12-13
Iberia,TFN,DUB,11h 20m,1 stop,€297,2023-12-13
Multiple Airlines,TFN,DUB,9h 45m,2 stops,€259,2023-12-13
Multiple Airlines,TFN,DUB,10h 00m,2 stops,€257,2023-12-13
"Vueling, Aer Lingus",TFN,DUB,11h 50m,2 stops,€184,2023-12-13
"Binter Canarias, Iberia Express",TFN,DUB,10h 00m,2 stops,€280,2023-12-13
Multiple Airlines,TFN,DUB,9h 00m,2 stops,€338,2023-12-13
"Binter Canarias, Iberia Express",TFN,DUB,9h 50m,3 stops,€275,2023-12-13
British Airways,TFN,DUB,7h 00m,1 stop,€174,2023-12-14
Vueling,TFN,DUB,18h 45m,1 stop,€111,2023-12-14
Iberia,TFN,DUB,7h 00m,1 stop,€157,2023-12-14
"Binter Canarias, Aer Lingus",TFN,DUB,6h 35m,1 stop,€186,2023-12-14
British Airways,TFN,DUB,8h 15m,1 stop,€174,2023-12-14
Iberia,TFN,DUB,8h 15m,1 stop,€157,2023-12-14
Iberia,TFN,DUB,11h 20m,1 stop,€157,2023-12-14
British Airways,TFN,DUB,11h 20m,1 stop,€174,2023-12-14
"Binter Canarias, Aer Lingus",TFN,DUB,14h 35m,1 stop,€251,2023-12-14
"Vueling, Aer Lingus",TFN,DUB,17h 20m,1 stop,€190,2023-12-14
KLM,TFN,DUB,14h 50m,2 stops,€558,2023-12-14
KLM,TFN,DUB,14h 50m,2 stops,€558,2023-12-14
"Iberia, Iberia Express",TFN,DUB,22h 15m,1 stop,€188,2023-12-14
"Vueling, Transavia France",TFN,DUB,23h 10m,2 stops,€198,2023-12-14
Air France,TFN,DUB,15h 25m,2 stops,€854,2023-12-14
Iberia,TFN,DUB,7h 00m,1 stop,€263,2023-12-15
Vueling,TFN,DUB,18h 15m,2 stops,€138,2023-12-15
Iberia,TFN,DUB,13h 45m,1 stop,€139,2023-12-15
Iberia,TFN,DUB,14h 40m,1 stop,€160,2023-12-15
Vueling,TFN,DUB,17h 40m,1 stop,€151,2023-12-15
Iberia,TFN,DUB,19h 40m,1 stop,€178,2023-12-15
Iberia,TFN,DUB,21h 20m,1 stop,€153,2023-12-15
"Binter Canarias, Vueling",TFN,DUB,16h 00m,2 stops,€228,2023-12-15
Iberia,TFN,DUB,22h 15m,1 stop,€167,2023-12-15
Iberia Express,TFN,DUB,22h 15m,1 stop,€146,2023-12-15
Iberia,TFN,DUB,23h 25m,1 stop,€178,2023-12-15
Iberia Express,TFN,DUB,21h 20m,1 stop,€159,2023-12-15
Iberia,TFN,DUB,25h 00m,1 stop,€178,2023-12-15
Iberia,TFN,DUB,25h 05m,1 stop,€178,2023-12-15
Iberia,TFN,DUB,26h 55m,1 stop,€178,2023-12-15
