Airline,Source,Destination,Duration,Total stops,Price,Date
"Binter Canarias, Aer Lingus",TFN,DUB,6h 30m,1 stop,€155,2023-12-11
"Air Europa, Aer Lingus",TFN,DUB,12h 45m,1 stop,€131,2023-12-11
"Binter Canarias, Aer Lingus",TFN,DUB,7h 30m,1 stop,€155,2023-12-11
Iberia,TFN,DUB,14h 20m,1 stop,€139,2023-12-11
"Air Europa, Aer Lingus",TFN,DUB,15h 00m,1 stop,€131,2023-12-11
"Binter Canarias, Aer Lingus",TFN,DUB,8h 30m,1 stop,€178,2023-12-11
Iberia,TFN,DUB,15h 20m,1 stop,€139,2023-12-11
"Binter Canarias, Aer Lingus",TFN,DUB,9h 30m,1 stop,€172,2023-12-11
British Airways,TFN,DUB,14h 20m,1 stop,€149,2023-12-11
Iberia,TFN,DUB,17h 05m,1 stop,€139,2023-12-11
British Airways,TFN,DUB,15h 20m,1 stop,€149,2023-12-11
"Canaryfly, Aer Lingus",TFN,DUB,12h 45m,1 stop,€153,2023-12-11
"Canaryfly, Aer Lingus",TFN,DUB,15h 00m,1 stop,€153,2023-12-11
"Binter Canarias, Aer Lingus",TFN,DUB,15h 00m,1 stop,€155,2023-12-11
"Binter Canarias, Aer Lingus",TFN,DUB,12h 00m,1 stop,€178,2023-12-11
"Binter Canarias, Aer Lingus",TFN,DUB,6h 00m,1 stop,€163,2023-12-12
"Air Europa, Aer Lingus",TFN,DUB,12h 45m,1 stop,€131,2023-12-12
"Binter Canarias, Aer Lingus",TFN,DUB,6h 30m,1 stop,€154,2023-12-12
"Binter Canarias, Aer Lingus",TFN,DUB,7h 00m,1 stop,€163,2023-12-12
"Binter Canarias, Aer Lingus",TFN,DUB,7h 30m,1 stop,€154,2023-12-12
"Binter Canarias, Aer Lingus",TFN,DUB,8h 00m,1 stop,€155,2023-12-12
"Binter Canarias, Aer Lingus",TFN,DUB,7h 10m,1 stop,€206,2023-12-12
"Binter Canarias, Aer Lingus",TFN,DUB,8h 30m,1 stop,€156,2023-12-12
"Binter Canarias, Aer Lingus",TFN,DUB,9h 00m,1 stop,€154,2023-12-12
Vueling,TFN,DUB,13h 00m,1 stop,€144,2023-12-12
"Air Europa, Aer Lingus",TFN,DUB,6h 30m,1 stop,€338,2023-12-12
"Canaryfly, Aer Lingus",TFN,DUB,8h 30m,1 stop,€177,2023-12-12
"Binter Canarias, Aer Lingus",TFN,DUB,9h 30m,1 stop,€154,2023-12-12
Iberia,TFN,DUB,6h 40m,1 stop,€505,2023-12-12
"Air Europa, Aer Lingus",TFN,DUB,8h 30m,1 stop,€209,2023-12-12
Vueling,TFN,DUB,13h 25m,1 stop,€57,2023-12-13
Iberia,TFN,DUB,7h 00m,1 stop,€197,2023-12-13
British Airways,TFN,DUB,7h 00m,1 stop,€216,2023-12-13
"Vueling, Aer Lingus",TFN,DUB,11h 05m,1 stop,€108,2023-12-13
"Air Europa, Iberia",TFN,DUB,8h 25m,1 stop,€186,2023-12-13
"Air Europa, Iberia Express",TFN,DUB,8h 25m,1 stop,€194,2023-12-13
Iberia,TFN,DUB,11h 20m,1 stop,€197,2023-12-13
"Air Europa, Iberia Express",TFN,DUB,15h 25m,2 stops,€127,2023-12-13
British Airways,TFN,DUB,11h 20m,1 stop,€216,2023-12-13
Iberia,TFN,DUB,14h 20m,1 stop,€164,2023-12-13
Multiple Airlines,TFN,DUB,15h 25m,2 stops,€132,2023-12-13
Multiple Airlines,TFN,DUB,10h 00m,2 stops,€194,2023-12-13
British Airways,TFN,DUB,14h 20m,1 stop,€174,2023-12-13
Multiple Airlines,TFN,DUB,9h 45m,2 stops,€220,2023-12-13
"Vueling, TAP AIR PORTUGAL",TFN,DUB,16h 15m,2 stops,€119,2023-12-13
"Binter Canarias, Aer Lingus",TFN,DUB,6h 05m,1 stop,€160,2023-12-14
Vueling,TFN,DUB,18h 45m,1 stop,€86,2023-12-14
Iberia,TFN,DUB,7h 00m,1 stop,€156,2023-12-14
"Binter Canarias, Aer Lingus",TFN,DUB,6h 35m,1 stop,€160,2023-12-14
"Binter Canarias, Aer Lingus",TFN,DUB,7h 05m,1 stop,€155,2023-12-14
"Binter Canarias, Aer Lingus",TFN,DUB,7h 35m,1 stop,€160,2023-12-14
Iberia,TFN,DUB,8h 15m,1 stop,€156,2023-12-14
"Binter Canarias, Aer Lingus",TFN,DUB,8h 05m,1 stop,€155,2023-12-14
"Binter Canarias, Aer Lingus",TFN,DUB,8h 35m,1 stop,€155,2023-12-14
"Binter Canarias, Aer Lingus",TFN,DUB,9h 05m,1 stop,€155,2023-12-14
"Binter Canarias, Aer Lingus",TFN,DUB,9h 35m,1 stop,€155,2023-12-14
"Air Europa, Aer Lingus",TFN,DUB,6h 30m,1 stop,€315,2023-12-14
"Binter Canarias, Aer Lingus",TFN,DUB,10h 05m,1 stop,€155,2023-12-14
Multiple Airlines,TFN,DUB,9h 10m,2 stops,€169,2023-12-14
"Binter Canarias, Iberia Express",TFN,DUB,9h 20m,2 stops,€168,2023-12-14
Multiple Airlines,TFN,DUB,9h 20m,2 stops,€185,2023-12-14
Iberia,TFN,DUB,7h 00m,1 stop,€261,2023-12-15
Vueling,TFN,DUB,47h 15m,3 stops,€81,2023-12-15
Iberia,TFN,DUB,14h 40m,1 stop,€139,2023-12-15
Iberia,TFN,DUB,13h 45m,1 stop,€139,2023-12-15
Vueling,TFN,DUB,7h 45m,1 stop,€246,2023-12-15
Iberia,TFN,DUB,8h 40m,1 stop,€261,2023-12-15
Iberia,TFN,DUB,10h 30m,1 stop,€247,2023-12-15
Vueling,TFN,DUB,17h 40m,1 stop,€133,2023-12-15
