Airline,Source,Destination,Duration,Total stops,Price,Date
Aer Lingus,DUB,MAD,2h 35m,direct,€251,2023-12-11
Iberia Express,DUB,MAD,2h 35m,direct,€242,2023-12-11
"Transavia, Renfe",DUB,MAD,17h 07m,2 stops,€143,2023-12-11
Vueling,DUB,MAD,2h 35m,direct,€244,2023-12-11
Aer Lingus,DUB,MAD,2h 35m,direct,€251,2023-12-11
Iberia,DUB,MAD,2h 35m,direct,€251,2023-12-11
British Airways,DUB,MAD,2h 35m,direct,€289,2023-12-11
Aer Lingus,DUB,MAD,2h 50m,direct,€452,2023-12-11
"TAP AIR PORTUGAL, ALSA",DUB,MAD,12h 50m,1 stop,€162,2023-12-11
"Aer Lingus, Air Europa",DUB,MAD,5h 35m,1 stop,€245,2023-12-11
TAP AIR PORTUGAL,DUB,MAD,5h 50m,1 stop,€286,2023-12-11
KLM,DUB,MAD,5h 05m,1 stop,€348,2023-12-11
"Aer Lingus, easyJet",DUB,MAD,9h 10m,1 stop,€208,2023-12-11
TAP AIR PORTUGAL,DUB,MAD,8h 10m,1 stop,€251,2023-12-11
"Aer Lingus, Iberia",DUB,MAD,7h 15m,1 stop,€252,2023-12-11
KLM,DUB,MAD,5h 10m,1 stop,€505,2023-12-11
TAP AIR PORTUGAL,DUB,MAD,8h 35m,1 stop,€286,2023-12-11
Aer Lingus,DUB,MAD,2h 50m,direct,€201,2023-12-12
"Vueling, Air Europa",DUB,MAD,6h 20m,1 stop,€99,2023-12-12
Aer Lingus,DUB,MAD,2h 50m,direct,€194,2023-12-12
Aer Lingus,DUB,MAD,2h 35m,direct,€201,2023-12-12
Iberia Express,DUB,MAD,2h 35m,direct,€203,2023-12-12
Vueling,DUB,MAD,6h 20m,1 stop,€108,2023-12-12
Vueling,DUB,MAD,2h 35m,direct,€211,2023-12-12
Iberia,DUB,MAD,2h 35m,direct,€213,2023-12-12
British Airways,DUB,MAD,2h 35m,direct,€251,2023-12-12
Iberia,DUB,MAD,2h 50m,direct,€249,2023-12-12
British Airways,DUB,MAD,2h 50m,direct,€289,2023-12-12
"Vueling, Iberia",DUB,MAD,5h 45m,1 stop,€163,2023-12-12
"Aer Lingus, Iberia",DUB,MAD,5h 45m,1 stop,€169,2023-12-12
"Aer Lingus, Iberia Express",DUB,MAD,6h 30m,1 stop,€159,2023-12-12
"Aer Lingus, SNCF",DUB,MAD,8h 05m,1 stop,€137,2023-12-12
"Aer Lingus, Iberia",DUB,MAD,6h 30m,1 stop,€165,2023-12-12
Aer Lingus,DUB,MAD,2h 35m,direct,€117,2023-12-13
Aer Lingus,DUB,MAD,2h 35m,direct,€117,2023-12-13
Vueling,DUB,MAD,11h 15m,1 stop,€66,2023-12-13
Iberia Express,DUB,MAD,2h 35m,direct,€122,2023-12-13
Vueling,DUB,MAD,2h 35m,direct,€128,2023-12-13
Iberia,DUB,MAD,2h 35m,direct,€133,2023-12-13
British Airways,DUB,MAD,2h 35m,direct,€172,2023-12-13
"Vueling, Iberia",DUB,MAD,5h 15m,1 stop,€107,2023-12-13
Vueling,DUB,MAD,7h 10m,1 stop,€93,2023-12-13
"Vueling, Air Europa",DUB,MAD,11h 15m,1 stop,€71,2023-12-13
KLM,DUB,MAD,5h 05m,1 stop,€159,2023-12-13
KLM,DUB,MAD,5h 20m,1 stop,€188,2023-12-13
KLM,DUB,MAD,6h 15m,1 stop,€159,2023-12-13
KLM,DUB,MAD,5h 10m,1 stop,€243,2023-12-13
"Aer Lingus, Iberia",DUB,MAD,5h 45m,1 stop,€166,2023-12-13
"Vueling, Air Europa",DUB,MAD,6h 20m,1 stop,€157,2023-12-13
KLM,DUB,MAD,9h 00m,1 stop,€243,2023-12-14
Vueling,DUB,MAD,6h 45m,1 stop,€79,2023-12-14
"Vueling, Air Europa",DUB,MAD,10h 50m,1 stop,€76,2023-12-14
Aer Lingus,DUB,MAD,2h 50m,direct,€216,2023-12-14
Iberia,DUB,MAD,2h 35m,direct,€240,2023-12-14
Iberia Express,DUB,MAD,2h 35m,direct,€242,2023-12-14
"Vueling, Iberia",DUB,MAD,5h 20m,1 stop,€128,2023-12-14
Iberia,DUB,MAD,2h 50m,direct,€240,2023-12-14
Vueling,DUB,MAD,2h 35m,direct,€244,2023-12-14
Aer Lingus,DUB,MAD,2h 35m,direct,€248,2023-12-14
Aer Lingus,DUB,MAD,2h 35m,direct,€251,2023-12-14
Iberia,DUB,MAD,2h 35m,direct,€260,2023-12-14
Iberia,DUB,MAD,2h 35m,direct,€275,2023-12-14
Vueling,DUB,MAD,10h 50m,1 stop,€83,2023-12-14
British Airways,DUB,MAD,2h 35m,direct,€289,2023-12-14
British Airways,DUB,MAD,2h 50m,direct,€289,2023-12-14
Aer Lingus,DUB,MAD,2h 35m,direct,€157,2023-12-15
Iberia,DUB,MAD,2h 35m,direct,€129,2023-12-15
"Aer Lingus, Iberia Express",DUB,MAD,20h 45m,1 stop,€112,2023-12-15
Aer Lingus,DUB,MAD,2h 35m,direct,€157,2023-12-15
Iberia Express,DUB,MAD,2h 35m,direct,€160,2023-12-15
Vueling,DUB,MAD,2h 35m,direct,€167,2023-12-15
British Airways,DUB,MAD,2h 35m,direct,€215,2023-12-15
Iberia,DUB,MAD,2h 35m,direct,€322,2023-12-15
Aer Lingus,DUB,MAD,2h 35m,direct,€324,2023-12-15
Vueling,DUB,MAD,5h 25m,1 stop,€145,2023-12-15
British Airways,DUB,MAD,2h 35m,direct,€368,2023-12-15
Aer Lingus,DUB,MAD,2h 50m,direct,€384,2023-12-15
"Vueling, Air Europa",DUB,MAD,5h 25m,1 stop,€138,2023-12-15
Iberia,DUB,MAD,2h 50m,direct,€429,2023-12-15
