Airline,Source,Destination,Duration,Total stops,Price,Date
"Aer Lingus, Binter Canarias",DUB,TFN,7h 00m,1 stop,€186,2023-12-11
Multiple Airlines,DUB,TFN,19h 45m,2 stops,€176,2023-12-11
"Aer Lingus, Binter Canarias",DUB,TFN,8h 00m,1 stop,€186,2023-12-11
Multiple Airlines,DUB,TFN,9h 50m,2 stops,€201,2023-12-11
Multiple Airlines,DUB,TFN,12h 50m,2 stops,€206,2023-12-11
"Aer Lingus, Binter Canarias",DUB,TFN,18h 00m,1 stop,€186,2023-12-11
Multiple Airlines,DUB,TFN,18h 00m,2 stops,€198,2023-12-11
Multiple Airlines,DUB,TFN,12h 30m,2 stops,€252,2023-12-11
Multiple Airlines,DUB,TFN,14h 50m,2 stops,€226,2023-12-11
Multiple Airlines,DUB,TFN,13h 50m,2 stops,€252,2023-12-11
Multiple Airlines,DUB,TFN,16h 15m,2 stops,€236,2023-12-11
Multiple Airlines,DUB,TFN,16h 45m,2 stops,€199,2023-12-11
Multiple Airlines,DUB,TFN,17h 45m,2 stops,€208,2023-12-11
Multiple Airlines,DUB,TFN,18h 05m,2 stops,€205,2023-12-11
Multiple Airlines,DUB,TFN,19h 50m,2 stops,€190,2023-12-11
"Aer Lingus, Binter Canarias",DUB,TFN,7h 00m,1 stop,€155,2023-12-12
"Aer Lingus, Binter Canarias",DUB,TFN,8h 00m,1 stop,€155,2023-12-12
"Aer Lingus, Binter Canarias",DUB,TFN,7h 15m,1 stop,€194,2023-12-12
"Aer Lingus, Binter Canarias",DUB,TFN,9h 00m,1 stop,€155,2023-12-12
Iberia,DUB,TFN,9h 15m,1 stop,€230,2023-12-12
"Aer Lingus, Binter Canarias",DUB,TFN,6h 10m,1 stop,€345,2023-12-12
"Aer Lingus, Vueling",DUB,TFN,7h 20m,1 stop,€263,2023-12-12
"Aer Lingus, Binter Canarias",DUB,TFN,8h 15m,2 stops,€177,2023-12-12
"Aer Lingus, Binter Canarias",DUB,TFN,8h 40m,1 stop,€322,2023-12-12
"Aer Lingus, Vueling",DUB,TFN,12h 05m,1 stop,€188,2023-12-12
"Aer Lingus, Binter Canarias",DUB,TFN,10h 00m,1 stop,€322,2023-12-12
"Aer Lingus, Air Europa",DUB,TFN,9h 30m,1 stop,€345,2023-12-12
Vueling,DUB,TFN,11h 10m,1 stop,€422,2023-12-12
"Aer Lingus, Binter Canarias",DUB,TFN,17h 15m,2 stops,€195,2023-12-12
"Aer Lingus, Binter Canarias",DUB,TFN,17h 15m,2 stops,€196,2023-12-12
Vueling,DUB,TFN,9h 35m,1 stop,€148,2023-12-13
"Aer Lingus, Binter Canarias",DUB,TFN,8h 40m,1 stop,€242,2023-12-13
"Aer Lingus, Iberia",DUB,TFN,9h 25m,2 stops,€177,2023-12-13
"Aer Lingus, Binter Canarias",DUB,TFN,10h 00m,1 stop,€242,2023-12-13
Iberia,DUB,TFN,14h 20m,1 stop,€196,2023-12-13
British Airways,DUB,TFN,14h 20m,1 stop,€206,2023-12-13
Multiple Airlines,DUB,TFN,10h 50m,2 stops,€181,2023-12-13
"Aer Lingus, Vueling",DUB,TFN,12h 05m,1 stop,€204,2023-12-13
"Iberia Express, Air Europa",DUB,TFN,13h 50m,1 stop,€194,2023-12-13
Iberia Express,DUB,TFN,14h 20m,1 stop,€193,2023-12-13
Multiple Airlines,DUB,TFN,11h 05m,2 stops,€194,2023-12-13
"Vueling, Binter Canarias",DUB,TFN,12h 45m,2 stops,€211,2023-12-13
"Vueling, Air Europa",DUB,TFN,11h 10m,2 stops,€231,2023-12-13
